Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A01,#193,,1,0,HDR,1.75,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,35.05,,,2.59,1.12,14781,22,14759,6,19,16,"14,740.00",0.48,2.64,,,4.17,1.11,3,,887.95,,,longREF,0.88,,,1.39,0.37,46.81,,,61.2,32.41,"1,370.19",738.11,739.05,,,,,2.15,1.41,,,3.41,1.87,,,1.14,0.62,,,54.08,39.53
A01,#193,,1,0,longREF,1.99,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,39.83,,,2.88,1.31,14781,25,14756,6,19,16,"14,740.00",0.48,,,,,,,,779.74,,,,,,,,,,,,,,"3,495.10",221.86,227.4,,,,,2.42,1.62,,,,,,,,,,,,
B01,#194,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9613,0,9613,0,0,0,"9,613.00",0,,,,,,,,,,,,,,,,,,,,,,0,737.03,737.03,,,,,,,,,,,,,,,,,,
B01,#194,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9613,0,9613,0,0,0,"9,613.00",0,,,,,,,,,,,,,,,,,,,,,,0,228.63,228.63,,,,,,,,,,,,,,,,,,
C01,#195,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9727,0,9727,0,0,0,"9,727.00",0,,,,,,,,,,,,,,,,,,,,,,0,727.05,727.05,,,,,,,,,,,,,,,,,,
C01,#195,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9727,0,9727,0,0,0,"9,727.00",0,,,,,,,,,,,,,,,,,,,,,,0,230.11,230.11,,,,,,,,,,,,,,,,,,
D01,#196,3,1,0,HDR,46.56,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,931.21,,,50.96,42.18,11133,432,10701,216,388,216,"10,313.00",22.17,2.13,,,2.39,1.87,3,,978.15,,,longREF,0.71,,,0.8,0.62,41.5,,,44.5,38.5,"1,582.42",750.97,783.24,,,,,48.8,44.32,,,2.26,1.99,,,0.75,0.66,,,43.03,39.97
D01,#196,3,1,0,longREF,65.62,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,312.48",,,70.87,60.4,11133,604,10529,216,388,216,"10,313.00",22.17,,,,,,,,922.33,,,,,,,,,,,,,,"3,602.63",239.91,422.35,,,,,68.3,62.96,,,,,,,,,,,,
E01,#197,2,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13629,0,13629,0,0,0,"13,629.00",0,,,,,,,,,,,,,,,,,,,,,,0,662.99,662.99,,,,,,,,,,,,,,,,,,
E01,#197,2,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13629,0,13629,0,0,0,"13,629.00",0,,,,,,,,,,,,,,,,,,,,,,0,215.75,215.75,,,,,,,,,,,,,,,,,,
F01,#198,2,1,0,HDR,100.52,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,010.45",,,106.52,94.56,13273,1087,12186,0,"7,618.00","1,087.00","4,568.00",0,0.3,,,0.32,0.28,3,,,,,longREF,0.1,,,0.11,0.09,9.1,,,9.63,8.57,"1,303.02",894.02,927.52,,,,,103.58,97.48,,,0.31,0.29,,,0.1,0.1,,,9.37,8.83
F01,#198,2,1,0,longREF,"1,003.76",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"20,075.10",,,"1,027.22",980.75,13273,7618,5655,0,"7,618.00","1,087.00","4,568.00",0,,,,,,,,,,,,,,,,,,,,,,"2,519.49",238.46,"1,547.65",,,,,"1,015.67",991.96,,,,,,,,,,,,
G01,#199,3,1,0,HDR,210.19,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,203.74",,,218.87,201.57,13899,2274,11625,"1,062.00","1,263.00","1,212.00","10,362.00",80.05,2.93,,,3.1,2.76,3,,951,,,longREF,0.98,,,1.03,0.92,49.39,,,50.84,47.95,"1,456.68",735.28,853.31,,,,,214.61,205.78,,,3.01,2.84,,,1,0.95,,,50.13,48.65
G01,#199,3,1,0,longREF,215.36,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,307.19",,,224.16,206.63,13899,2325,11574,"1,062.00","1,263.00","1,212.00","10,362.00",80.05,,,,,,,,862.98,,,,,,,,,,,,,,"3,210.78",233.33,731.39,,,,,219.84,210.9,,,,,,,,,,,,
H01,#200,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13852,0,13852,0,"9,663.00",0,"4,189.00",0,,,,,,,,,,,,,,,,,,,,,,0,819.54,819.54,,,,,,,,,,,,,,,,,,
H01,#200,3,1,0,longREF,"1,407.02",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"28,140.41",,,"1,437.16","1,377.63",13852,9663,4189,0,"9,663.00",0,"4,189.00",0,,,,,,,,"1,261.09",,,,,,,,,,,,,,"1,928.18",481.58,"1,490.71",,,,,"1,422.30","1,391.94",,,,,,,,,,,,
A02,#201,3,1,0,HDR,8.52,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,170.36,,,10.61,6.73,10396,75,10321,43,53,32,"10,268.00",4.86,2.34,,,3.05,1.63,3,,"1,263.25",,,longREF,0.78,,,1.02,0.54,43.83,,,51.32,36.35,"1,478.00","1,080.60","1,083.47",,,,,9.54,7.57,,,2.7,1.98,,,0.9,0.66,,,47.63,40.04
A02,#201,3,1,0,longREF,10.91,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,218.29,,,13.26,8.86,10396,96,10300,43,53,32,"10,268.00",4.86,,,,,,,,696.22,,,,,,,,,,,,,,"1,701.28",330.44,343.1,,,,,12.07,9.84,,,,,,,,,,,,
B02,#202,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11563,0,11563,0,0,0,"11,563.00",0,,,,,,,,,,,,,,,,,,,,,,0,735.6,735.6,,,,,,,,,,,,,,,,,,
B02,#202,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11563,0,11563,0,0,0,"11,563.00",0,,,,,,,,,,,,,,,,,,,,,,0,230.74,230.74,,,,,,,,,,,,,,,,,,
C02,#203,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12559,0,12559,0,0,0,"12,559.00",0,,,,,,,,,,,,,,,,,,,,,,0,919.31,919.31,,,,,,,,,,,,,,,,,,
C02,#203,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12559,0,12559,0,0,0,"12,559.00",0,,,,,,,,,,,,,,,,,,,,,,0,289.17,289.17,,,,,,,,,,,,,,,,,,
D02,#204,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13960,0,13960,0,0,0,"13,960.00",0,,,,,,,,,,,,,,,,,,,,,,0,801.72,801.72,,,,,,,,,,,,,,,,,,
D02,#204,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13960,0,13960,0,0,0,"13,960.00",0,,,,,,,,,,,,,,,,,,,,,,0,256.35,256.35,,,,,,,,,,,,,,,,,,
E02,#205,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11252,0,11252,0,0,0,"11,252.00",0,,,,,,,,,,,,,,,,,,,,,,0,710.6,710.6,,,,,,,,,,,,,,,,,,
E02,#205,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11252,0,11252,0,0,0,"11,252.00",0,,,,,,,,,,,,,,,,,,,,,,0,230.78,230.78,,,,,,,,,,,,,,,,,,
F02,#206,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14944,0,14944,0,0,0,"14,944.00",0,,,,,,,,,,,,,,,,,,,,,,0,753.44,753.44,,,,,,,,,,,,,,,,,,
F02,#206,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14944,0,14944,0,0,0,"14,944.00",0,,,,,,,,,,,,,,,,,,,,,,0,238.49,238.49,,,,,,,,,,,,,,,,,,
G02,#207,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10796,0,10796,0,528,0,"10,268.00",0,,,,,,,,,,,,,,,,,,,,,,0,"1,149.09","1,149.09",,,,,,,,,,,,,,,,,,
G02,#207,3,1,0,longREF,58.99,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,179.85",,,64.04,53.97,10796,528,10268,0,528,0,"10,268.00",0,,,,,,,,780.26,,,,,,,,,,,,,,"1,582.82",369.2,428.56,,,,,61.56,56.43,,,,,,,,,,,,
H02,#208,1,1,1,HDR,4.91,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,98.26,,,6.27,3.77,14398,60,14338,0,113,60,"14,225.00",0,1.59,,,2.09,1.09,3,,,,,longREF,0.53,,,0.7,0.36,34.64,,,41.75,27.53,"1,761.04",777.64,781.74,,,,,5.57,4.31,,,1.84,1.34,,,0.61,0.45,,,38.25,31.03
H02,#208,1,1,1,longREF,9.27,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,185.39,,,10.98,7.56,14398,113,14285,0,113,60,"14,225.00",0,,,,,,,,,,,,,,,,,,,,,,"3,582.29",245.79,271.97,,,,,10.14,8.4,,,,,,,,,,,,
A03,#209,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14600,0,14600,0,0,0,"14,600.00",0,,,,,,,,,,,,,,,,,,,,,,0,785.56,785.56,,,,,,,,,,,,,,,,,,
A03,#209,,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14600,0,14600,0,0,0,"14,600.00",0,,,,,,,,,,,,,,,,,,,,,,0,237.06,237.06,,,,,,,,,,,,,,,,,,
B03,#210,1,1,1,HDR,108.02,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,160.40",,,114.53,101.54,12117,1063,11054,626,456,437,"10,598.00",60.48,2.94,,,3.19,2.7,3,,939.23,,,longREF,0.98,,,1.06,0.9,49.54,,,51.65,47.42,"1,411.17",741.63,800.37,,,,,111.34,104.71,,,3.07,2.82,,,1.02,0.94,,,50.62,48.46
B03,#210,1,1,1,longREF,110.04,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,200.88",,,116.62,103.5,12117,1082,11035,626,456,437,"10,598.00",60.48,,,,,,,,817.95,,,,,,,,,,,,,,"3,063.12",230.19,483.16,,,,,113.4,106.7,,,,,,,,,,,,
C03,#211,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14770,0,14770,0,0,0,"14,770.00",0,,,,,,,,,,,,,,,,,,,,,,0,725.73,725.73,,,,,,,,,,,,,,,,,,
C03,#211,,,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14770,0,14770,0,0,0,"14,770.00",0,,,,,,,,,,,,,,,,,,,,,,0,226.33,226.33,,,,,,,,,,,,,,,,,,
D03,#212,,,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13857,0,13857,0,4,0,"13,853.00",0,,,,,,,,,,,,,,,,,,,,,,0,734.19,734.19,,,,,,,,,,,,,,,,,,
D03,#212,,,0,longREF,0.34,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,6.79,,,0.8,0.1,13857,4,13853,0,4,0,"13,853.00",0,,,,,,,,326.87,,,,,,,,,,,,,,"1,245.16",231.4,231.69,,,,,0.54,0.2,,,,,,,,,,,,
E03,#213,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13914,0,13914,0,"8,653.00",0,"5,261.00",0,,,,,,,,,,,,,,,,,,,,,,0,887.1,887.1,,,,,,,,,,,,,,,,,,
E03,#213,3,1,0,longREF,"1,144.21",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"22,884.10",,,"1,169.55","1,119.40",13914,8653,5261,0,"8,653.00",0,"5,261.00",0,,,,,,,,"1,094.87",,,,,,,,,,,,,,"1,674.13",446.35,"1,209.90",,,,,"1,157.07","1,131.48",,,,,,,,,,,,
F03,#214,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12235,0,12235,0,0,0,"12,235.00",0,,,,,,,,,,,,,,,,,,,,,,0,644.09,644.09,,,,,,,,,,,,,,,,,,
F03,#214,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12235,0,12235,0,0,0,"12,235.00",0,,,,,,,,,,,,,,,,,,,,,,0,208.64,208.64,,,,,,,,,,,,,,,,,,
G03,#215,,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15024,0,15024,0,12,0,"15,012.00",0,,,,,,,,,,,,,,,,,,,,,,0,793.29,793.29,,,,,,,,,,,,,,,,,,
G03,#215,,1,0,longREF,0.94,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,18.8,,,1.58,0.5,15024,12,15012,0,12,0,"15,012.00",0,,,,,,,,337.07,,,,,,,,,,,,,,498.7,249.98,250.18,,,,,1.24,0.69,,,,,,,,,,,,
H03,#216,3,1,0,HDR,52.46,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,049.26",,,56.36,48.58,16027,699,15328,351,637,348,"14,691.00",24.92,2.1,,,2.31,1.9,3,,916.79,,,longREF,0.7,,,0.77,0.63,41.21,,,43.55,38.86,"1,461.99",706.84,739.78,,,,,54.45,50.48,,,2.21,2,,,0.74,0.67,,,42.4,40.01
H03,#216,3,1,0,longREF,74.86,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,497.13",,,79.53,70.2,16027,988,15039,351,637,348,"14,691.00",24.92,,,,,,,,855.66,,,,,,,,,,,,,,"3,328.67",225.86,417.13,,,,,77.24,72.48,,,,,,,,,,,,
A04,#217,3,1,0,HDR,90.4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,808.05",,,95.49,85.33,16454,1217,15237,655,"1,295.00",562,"13,942.00",43.91,1.83,,,1.96,1.7,3,,"1,019.78",,,longREF,0.61,,,0.65,0.57,37.86,,,39.54,36.17,"1,626.70",784.8,847.07,,,,,93,87.81,,,1.89,1.76,,,0.63,0.59,,,38.72,37
A04,#217,3,1,0,longREF,148.4,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,968.10",,,155.01,141.83,16454,1950,14504,655,"1,295.00",562,"13,942.00",43.91,,,,,,,,949.45,,,,,,,,,,,,,,"3,695.82",240.12,649.67,,,,,151.77,145.05,,,,,,,,,,,,
B04,#218,3,1,0,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14089,0,14089,0,0,0,"14,089.00",0,,,,,,,,,,,,,,,,,,,,,,0,716.73,716.73,,,,,,,,,,,,,,,,,,
B04,#218,3,1,0,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14089,0,14089,0,0,0,"14,089.00",0,,,,,,,,,,,,,,,,,,,,,,0,224.94,224.94,,,,,,,,,,,,,,,,,,
C04,#219,1,1,1,HDR,91.8,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,836.00",,,97.41,86.22,13775,1034,12741,509,527,525,"12,214.00",42.29,2.99,,,3.25,2.74,3,,955.82,,,longREF,1,,,1.08,0.91,49.95,,,52.1,47.8,"1,535.84",740.87,800.54,,,,,94.66,88.95,,,3.13,2.86,,,1.04,0.95,,,51.05,48.85
C04,#219,1,1,1,longREF,91.98,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,839.70",,,97.6,86.4,13775,1036,12739,509,527,525,"12,214.00",42.29,,,,,,,,919.56,,,,,,,,,,,,,,"3,445.12",234.72,476.17,,,,,94.85,89.13,,,,,,,,,,,,
D04,#220,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12654,0,12654,0,0,0,"12,654.00",0,,,,,,,,,,,,,,,,,,,,,,0,680.38,680.38,,,,,,,,,,,,,,,,,,
D04,#220,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12654,0,12654,0,0,0,"12,654.00",0,,,,,,,,,,,,,,,,,,,,,,0,219.9,219.9,,,,,,,,,,,,,,,,,,
E04,#221,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13347,0,13347,0,286,0,"13,061.00",0,,,,,,,,,,,,,,,,,,,,,,0,"1,103.85","1,103.85",,,,,,,,,,,,,,,,,,
E04,#221,1,1,1,longREF,25.48,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,509.67,,,28.44,22.53,13347,286,13061,0,286,0,"13,061.00",0,,,,,,,,682.39,,,,,,,,,,,,,,"1,611.99",349.9,376.94,,,,,26.99,23.98,,,,,,,,,,,,
F04,#222,1,1,1,HDR,107.66,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,153.24",,,113.64,101.72,14351,1255,13096,666,447,589,"12,649.00",54.12,3.4,,,3.68,3.13,3,,968.47,,,longREF,1.13,,,1.23,1.04,53.13,,,55.14,51.12,"1,490.29",761.95,825.64,,,,,110.71,104.63,,,3.54,3.26,,,1.18,1.09,,,54.16,52.11
F04,#222,1,1,1,longREF,94.97,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,899.49",,,100.57,89.41,14351,1113,13238,666,447,589,"12,649.00",54.12,,,,,,,,884.09,,,,,,,,,,,,,,"3,206.79",244.29,474.04,,,,,97.83,92.13,,,,,,,,,,,,
G04,#223,1,1,0,HDR,14.65,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,292.95,,,16.95,12.35,12608,156,12452,66,192,90,"12,260.00",6.04,1.81,,,2.17,1.45,3,,"1,040.53",,,longREF,0.6,,,0.72,0.48,37.58,,,42.25,32.92,"1,588.53",822.11,831.6,,,,,15.82,13.48,,,1.99,1.62,,,0.66,0.54,,,39.96,35.21
G04,#223,1,1,0,longREF,24.32,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,486.48,,,27.3,21.36,12608,258,12350,66,192,90,"12,260.00",6.04,,,,,,,,844.1,,,,,,,,,,,,,,"3,528.15",261.09,327.95,,,,,25.84,22.81,,,,,,,,,,,,
